,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
19, number0 on the . number1 more to them . how many on the ?,number0 birds were sitting on the fence . number1 more birds came to join them . how many birds are sitting on the fence ?,2 4,+ number0 number1,6.0,"[0, 1, 3, 4, 8, 9, 10, 21, 22, 23]",1,Addition,number0 birds were sitting on the fence . number1 more birds came to join them .,how many birds are sitting on the fence ?
20, you number0 and you number1 of them . how many you ?,you have number0 cookies and you ate number1 of them . how many cookies do you have left ?,7 2,- number0 number1,5.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17]",1,Subtraction,you have number0 cookies and you ate number1 of them .,how many cookies do you have left ?
21, you number0 . how many more you to to number1 ?,you have collected number0 crickets . how many more crickets do you need to collect to have number1 crickets ?,7 11,- number1 number0,4.0,"[1, 2, 3, 4, 6, 10, 16, 17, 18]",1,Subtraction,you have collected number0 crickets .,how many more crickets do you need to collect to have number1 crickets ?
22, number0 on a . number1 away . how many on the ?,number0 birds are sitting on a branch . number1 flies away . how many birds are left on the branch ?,4 1,- number0 number1,3.0,"[0, 1, 3, 8, 9, 17, 18, 19]",1,Subtraction,number0 birds are sitting on a branch . number1 flies away .,how many birds are left on the branch ?
23, number0 in the . number1 to . how many in the ?,number0 raccoons are playing in the woods . number1 go home to eat dinner . how many raccoons are left in the woods ?,3 2,- number0 number1,1.0,"[0, 1, 3, 8, 9, 20, 21, 22]",1,Subtraction,number0 raccoons are playing in the woods . number1 go home to eat dinner .,how many raccoons are left in the woods ?
24, number0 on the . number1 more owls them . how many on the now ?,number0 owls were sitting on the fence . number1 more owls joined them . how many owls are on the fence now ?,3 2,+ number0 number1,5.0,"[0, 1, 3, 6, 8, 9, 10, 19, 20, 21]",1,Addition,number0 owls were sitting on the fence . number1 more owls joined them .,how many owls are on the fence now ?
25, number0 on their . number1 for a . how many still on their ?,number0 beavers were working on their home . number1 went for a swim . how many beavers are still working on their home ?,2 1,- number0 number1,1.0,"[0, 1, 3, 5, 8, 9, 20, 21, 22]",1,Subtraction,number0 beavers were working on their home . number1 went for a swim .,how many beavers are still working on their home ?
26, number0 on a tree . number1 more toucan them . how many in all ?,number0 toucans are sitting on a tree limb . number1 more toucan joins them . how many toucans in all ?,2 1,+ number0 number1,3.0,"[0, 1, 3, 9, 10, 11, 17, 18, 19]",1,Addition,number0 toucans are sitting on a tree limb . number1 more toucan joins them .,how many toucans in all ?
27, 's favorite first . 's number0 's number1 and 's number2 . how many first in all ?,mrs. hilt 's favorite first grade classes are baking muffins . mrs. brier 's class bakes number0 muffins mrs. macadams 's class bakes number1 muffins and mrs. flannery 's class bakes number2 muffins . how many muffins does first grade bake in all ?,18 20 17,+ + number0 number1 number2,55.0,"[32, 1, 4, 6, 8, 40, 41, 11, 42, 15, 16, 17, 19, 22, 23, 24, 30, 31]",1,Sum,mrs. hilt 's favorite first grade classes are baking muffins . mrs. brier 's class bakes number0 muffins mrs. macadams 's class bakes number1 muffins and mrs. flannery 's class bakes number2 muffins .,how many muffins does first grade bake in all ?
28, a for number0 and a for number1 . how much she in all for the number2 ?,mrs. hilt bought a yoyo for number0 cents and a whistle for number1 cents . how much did she spend in all for the number2 toys ?,24 14 2,+ number0 number1,38.0,"[5, 6, 7, 11, 12, 13, 23, 24, 25]",1,Addition,mrs. hilt bought a yoyo for number0 cents and a whistle for number1 cents .,how much did she spend in all for the number2 toys ?
29, number0 . she number1 large and number2 . how many she altogether ?,mrs. hilt made number0 rice krispie treats . she used number1 large marshmallows and number2 mini marshmallows . how many marshmallows did she use altogether ?,5 8 10,+ number1 number2,18.0,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 24]",1,Addition,mrs. hilt made number0 rice krispie treats . she used number1 large marshmallows and number2 mini marshmallows .,how many marshmallows did she use altogether ?
30, at mrs. 's there number0 of and elementary number1 of . how much more snow 's ?,at mrs. hilt 's house there was number0 inches of snow and brecknock elementary school received number1 inches of snow . how much more snow did mrs. hilt 's house have ?,29 17,- number0 number1,12.0,"[6, 7, 8, 15, 16, 17, 28, 29, 30]",1,Subtraction,at mrs. hilt 's house there was number0 inches of snow and brecknock elementary school received number1 inches of snow .,how much more snow did mrs. hilt 's house have ?
31, $ number0 . she $ number1 on a toy and $ number2 on a . how much she ?,mrs. hilt has $ number0 . she spends $ number1 on a toy truck and $ number2 on a pencil case . how much money does she have left ?,10 3 2,- number0 + number1 number2,5.0,"[2, 3, 4, 7, 8, 9, 10, 15, 16, 17, 26, 27, 28]",1,Subtraction,mrs. hilt has $ number0 . she spends $ number1 on a toy truck and $ number2 on a pencil case .,how much money does she have left ?
32, number0 . she can only number1 of her to the . how many ca n't to the ?,mrs. hilt has number0 friends . she can only take number1 of her friends to the movies . how many friends ca n't go to the movies ?,15 8,- number0 number1,7.0,"[1, 2, 3, 4, 5, 9, 10, 11, 24, 25, 26]",1,Subtraction,mrs. hilt has number0 friends . she can only take number1 of her friends to the movies .,how many friends ca n't go to the movies ?
33, number0 on number1 on and number2 on . how many total she that ?,mrs. hilt ran number0 miles on monday number1 miles on wednesday and number2 miles on friday . how many total miles did she run that week ?,3 2 7,+ + number0 number1 number2,12.0,"[1, 2, 3, 4, 6, 7, 8, 11, 12, 13, 23, 24, 25]",1,Sum,mrs. hilt ran number0 miles on monday number1 miles on wednesday and number2 miles on friday .,how many total miles did she run that week ?
34, up a that number0 in it . she number1 of the . how many she to ?,mrs. hilt picked up a book that has number0 pages in it . she read number1 of the pages . how many pages did she have left to read ?,17 11,- number0 number1,6.0,"[1, 6, 7, 8, 9, 14, 15, 16, 26, 27, 28]",1,Subtraction,mrs. hilt picked up a book that has number0 pages in it . she read number1 of the pages .,how many pages did she have left to read ?
35, number0 . she a for number1 . how much she ?,mrs. hilt had number0 cents . she bought a pencil for number1 cents . how much money did she have left ?,15 11,- number0 number1,4.0,"[2, 3, 4, 10, 11, 12, 18, 19, 20]",1,Subtraction,mrs. hilt had number0 cents . she bought a pencil for number1 cents .,how much money did she have left ?
36, number0 . number1 of the . the . how many ?,mrs. hilt met number0 friends . number1 of the friends were carrying pears . the rest were carrying oranges . how many friends were carrying oranges ?,15 9,- number0 number1,6.0,"[1, 2, 3, 4, 6, 7, 23, 24, 25]",1,Subtraction,mrs. hilt met number0 friends . number1 of the friends were carrying pears . the rest were carrying oranges .,how many friends were carrying oranges ?
37, 's ready for 's . she up number0 this and number1 this . how many she up in all ?,mary 's mom is getting ready for mary 's birthday party . she blew up number0 balloons this morning and number1 balloons this afternoon . how many balloons did she blow up in all ?,6 5,+ number0 number1,11.0,"[32, 1, 33, 5, 14, 15, 16, 19, 20, 21, 31]",1,Addition,mary 's mom is getting ready for mary 's birthday party . she blew up number0 balloons this morning and number1 balloons this afternoon .,how many balloons did she blow up in all ?
38, 's out for great . number0 gold . she number1 more . how many in all ?,shelby 's teacher gives out gold stars for great math work . yesterday shelby earned number0 gold stars . today she earned number1 more . how many gold stars did shelby earn in all ?,4 3,+ number0 number1,7.0,"[32, 1, 2, 3, 33, 6, 14, 15, 16, 17, 21, 22, 23, 31]",1,Addition,shelby 's teacher gives out gold stars for great math work . yesterday shelby earned number0 gold stars . today she earned number1 more .,how many gold stars did shelby earn in all ?
39, the up number0 and number1 on . how many of they up altogether ?,the litter patrol picked up number0 glass bottles and number1 aluminum cans on saturday . how many pieces of litter did they pick up altogether ?,10 8,+ number0 number1,18.0,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 22, 23, 24]",1,Addition,the litter patrol picked up number0 glass bottles and number1 aluminum cans on saturday .,how many pieces of litter did they pick up altogether ?
40, number0 . she number1 of them . how many ?,millie had number0 bracelets . she lost number1 of them . how many bracelets does millie have left ?,9 2,- number0 number1,7.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17]",1,Subtraction,millie had number0 bracelets . she lost number1 of them .,how many bracelets does millie have left ?
41, number0 to for . he already number1 of them . how many ?,sammy has number0 math problems to do for homework . he has already finished number1 of them . how many math problems does sammy have left ?,9 2,- number0 number1,7.0,"[1, 2, 3, 4, 7, 13, 14, 15, 23, 24, 25]",1,Subtraction,sammy has number0 math problems to do for homework . he has already finished number1 of them .,how many math problems does sammy have left ?
42, there number0 on the . at the first number1 off of the . how many on the ?,there were number0 students riding on the school bus . at the first stop number1 students got off of the bus . how many students are left on the bus ?,10 3,- number0 number1,7.0,"[1, 2, 3, 13, 14, 15, 16, 27, 28, 29]",1,Subtraction,there were number0 students riding on the school bus . at the first stop number1 students got off of the bus .,how many students are left on the bus ?
43, there number0 in the . number1 away . how many still in the ?,there were number0 ducks swimming in the pond . number1 ducks flew away . how many ducks are still swimming in the pond ?,8 3,- number0 number1,5.0,"[1, 2, 3, 5, 9, 10, 20, 21, 22]",1,Subtraction,there were number0 ducks swimming in the pond . number1 ducks flew away .,how many ducks are still swimming in the pond ?
44, to the . she number0 of and number1 of . how many of she in all ?,lucy went to the grocery store . she bought number0 packs of cookies and number1 packs of noodles . how many packs of groceries did she buy in all ?,12 16,+ number0 number1,28.0,"[1, 7, 8, 9, 10, 13, 14, 15, 26, 27, 28]",2,Addition,lucy went to the grocery store . she bought number0 packs of cookies and number1 packs of noodles .,how many packs of groceries did she buy in all ?
45, roden to a . he number0 gold and number1 blue . how many he ?,roden went to a pet shop . he bought number0 gold fish and number1 blue fish . how many fish did he buy ?,15 7,+ number0 number1,22.0,"[1, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22]",2,Addition,roden went to a pet shop . he bought number0 gold fish and number1 blue fish .,how many fish did he buy ?
46, number0 of my english . number1 . what the total number of ?,i read number0 pages of my english book yesterday . today i read number1 pages . what is the total number of pages did i read ?,21 17,+ number0 number1,38.0,"[1, 2, 3, 12, 13, 14, 23, 24, 25]",2,Addition,i read number0 pages of my english book yesterday . today i read number1 pages .,what is the total number of pages did i read ?
47, in a there number0 and number1 . how many there in that ?,in a school there are number0 girls and number1 boys . how many pupils are there in that school ?,542 387,+ number0 number1,929.0,"[4, 5, 6, 7, 8, 9, 16, 17, 18]",2,Addition,in a school there are number0 girls and number1 boys .,how many pupils are there in that school ?
48, number0 . number1 how many they in all ?,linda has number0 candies . chloe has number1 how many candies do they have in all ?,34 28,+ number0 number1,62.0,"[1, 2, 3, 5, 6, 7, 8, 13, 14, 15]",2,Addition,linda has number0 candies . chloe has number1 how,many candies do they have in all ?
49, number0 and number1 . how many he ?,jose has number0 chickens and number1 ducks . how many fowls does he have ?,28 18,+ number0 number1,46.0,"[1, 2, 3, 4, 5, 6, 11, 12, 13]",2,Addition,jose has number0 chickens and number1 ducks .,how many fowls does he have ?
50, number0 . number1 . what the of our ?,gino has number0 popsicle sticks . i have number1 popsicle sticks . what is the sum of our popsicle sticks ?,63 50,+ number0 number1,113.0,"[1, 2, 3, 4, 7, 8, 9, 10, 17, 18, 19]",2,Addition,gino has number0 popsicle sticks . i have number1 popsicle sticks .,what is the sum of our popsicle sticks ?
51, up number0 at the in the and number1 in the . how many he up in all ?,lino picked up number0 shells at the seashore in the morning and number1 shells in the afternoon . how many shells did he pick up in all ?,292 324,+ number0 number1,616.0,"[1, 2, 3, 4, 5, 11, 12, 13, 24, 25, 26]",2,Addition,lino picked up number0 shells at the seashore in the morning and number1 shells in the afternoon .,how many shells did he pick up in all ?
52, there number0 in the and number1 too . how many present in the ?,there were number0 parents in the program and number1 pupils too . how many people were present in the program ?,105 698,+ number0 number1,803.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",2,Addition,there were number0 parents in the program and number1 pupils too .,how many people were present in the program ?
53, last saturday number0 and number1 . what the total number of she ?,last saturday marie sold number0 magazines and number1 newspapers . what is the total number of reading materials she sold ?,425 275,+ number0 number1,700.0,"[3, 4, 5, 6, 7, 8, 17, 18, 19]",2,Addition,last saturday marie sold number0 magazines and number1 newspapers .,what is the total number of reading materials she sold ?
54, there number0 on the . number1 more on the . how many on the ?,there are number0 birds on the fence . number1 more birds land on the fence . how many birds are on the fence ?,12 8,+ number0 number1,20.0,"[1, 2, 3, 6, 8, 9, 10, 20, 21, 22]",2,Addition,there are number0 birds on the fence . number1 more birds land on the fence .,how many birds are on the fence ?
55, number0 down the . number1 more boys down the . how many down the ?,number0 boys went down the slide . number1 more boys went down the slide . how many boys went down the slide ?,22 13,+ number0 number1,35.0,"[0, 1, 7, 8, 9, 10, 19, 20, 21]",2,Addition,number0 boys went down the slide . number1 more boys went down the slide .,how many boys went down the slide ?
56, number0 in a . number1 more to them . how many in the ?,number0 ducks are swimming in a lake . number1 more ducks come to join them . how many ducks are swimming in the lake ?,13 20,+ number0 number1,33.0,"[0, 1, 3, 4, 8, 9, 10, 21, 22, 23]",2,Addition,number0 ducks are swimming in a lake . number1 more ducks come to join them .,how many ducks are swimming in the lake ?
57, number0 . number1 more dogs to . how many ?,number0 dogs are barking . number1 more dogs start to bark . how many dogs are barking ?,30 10,+ number0 number1,40.0,"[0, 1, 3, 4, 5, 6, 14, 15, 16]",2,Addition,number0 dogs are barking . number1 more dogs start to bark .,how many dogs are barking ?
58, number0 of . then he number1 more . how many of ?,bobby ate number0 pieces of candy . then he ate number1 more . how many pieces of candy did bobby eat ?,26 17,+ number0 number1,43.0,"[1, 2, 3, 7, 9, 10, 11, 18, 19, 20]",2,Addition,bobby ate number0 pieces of candy . then he ate number1 more .,how many pieces of candy did bobby eat ?
59, number0 pet . she number1 more fish . how many pet now ?,sandy had number0 pet fish . she bought number1 more fish . how many pet fish does sandy have now ?,26 6,+ number0 number1,32.0,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 17, 18, 19]",2,Addition,sandy had number0 pet fish . she bought number1 more fish .,how many pet fish does sandy have now ?
60, the up number0 . then he up number1 more . how many the now ?,the clown blew up number0 balloons . then he blew up number1 more balloons . how many balloons does the clown have now ?,47 13,+ number0 number1,60.0,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 20, 21, 22]",2,Addition,the clown blew up number0 balloons . then he blew up number1 more balloons .,how many balloons does the clown have now ?
61, our number0 from the . then we number1 more from the . how many our from the ?,our class got number0 books from the library . then we got number1 more books from the library . how many books did our class get from the library ?,54 23,+ number0 number1,77.0,"[1, 2, 3, 4, 6, 11, 12, 13, 14, 26, 27, 28]",2,Addition,our class got number0 books from the library . then we got number1 more books from the library .,how many books did our class get from the library ?
62, with number0 on . she with number1 on . how many she with altogether ?,julia played tag with number0 kids on monday . she played tag with number1 kids on tuesday . how many kids did she play with altogether ?,12 7,+ number0 number1,19.0,"[1, 3, 4, 5, 12, 13, 14, 23, 24, 25]",2,Addition,julia played tag with number0 kids on monday . she played tag with number1 kids on tuesday .,how many kids did she play with altogether ?
63, molly number0 on her birthday . she older and number1 more on her birthday . how old molly now ?,molly had number0 candles on her birthday cake . she grew older and got number1 more on her birthday cake . how old is molly now ?,14 6,+ number0 number1,20.0,"[1, 2, 3, 4, 13, 14, 15, 23, 24, 25]",2,Addition,molly had number0 candles on her birthday cake . she grew older and got number1 more on her birthday cake .,how old is molly now ?
64, number0 before and number1 more after . how many he ?,james ate number0 carrot sticks before dinner and number1 more after dinner . how many carrot sticks did he eat ?,22 15,+ number0 number1,37.0,"[1, 2, 3, 4, 6, 7, 8, 9, 17, 18, 19]",2,Addition,james ate number0 carrot sticks before dinner and number1 more after dinner .,how many carrot sticks did he eat ?
65, her with number0 of . if she number1 more of to her how many she ?,jovana filled her bucket with number0 pounds of shells . if she adds number1 more pounds of shell to fill her bucket how many pounds does she have ?,5 12,+ number0 number1,17.0,"[2, 4, 5, 6, 12, 13, 14, 15, 17, 25, 26, 27]",2,Addition,jovana filled her bucket with number0 pounds of shells . if she adds number1 more pounds of shell to fill her bucket,how many pounds does she have ?
66, her with number0 of . if a to number1 of and another to number2 of how many she altogether ?,jovana filled her bucket with number0 pounds of shells . if a friend comes to add number1 pounds of shells and another friend comes to add number2 pounds of shells how many pounds does she have altogether ?,5 15 17,+ + number0 number1 number2,37.0,"[34, 35, 4, 5, 6, 36, 15, 16, 17, 21, 25, 26, 27]",2,Sum,jovana filled her bucket with number0 pounds of shells . if a friend comes to add number1 pounds of shells and another friend comes to add number2 pounds of shells,how many pounds does she have altogether ?
67, 's number0 long . if her number1 more how long will it ?,isabella 's hair is number0 cubes long . if her hair grows number1 more inches how long will it be ?,18 4,+ number0 number1,22.0,"[3, 4, 5, 11, 12, 13, 14, 17, 18, 19]",2,Addition,isabella 's hair is number0 cubes long . if her hair grows number1 more inches,how long will it be ?
68, number0 . mr. her number1 more . how many altogether ?,mrs. sheridan has number0 cats . mr. sheridan gave her number1 more cats . how many cats does mrs. sheridan have altogether ?,17 14,+ number0 number1,31.0,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 19, 20, 21]",2,Addition,mrs. sheridan has number0 cats . mr. sheridan gave her number1 more cats .,how many cats does mrs. sheridan have altogether ?
69, number0 . her her number1 more fish . how many she now ?,mrs. sheridan has number0 fish . her sister gave her number1 more fish . how many fish does she have now ?,22 47,+ number0 number1,69.0,"[1, 2, 3, 4, 5, 9, 10, 11, 12, 18, 19, 20]",2,Addition,mrs. sheridan has number0 fish . her sister gave her number1 more fish .,how many fish does she have now ?
70, number0 . he number1 to . how many he ?,cade had number0 marbles . he gave number1 to dylan . how many does he have left ?,87 8,- number0 number1,79.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",2,Subtraction,cade had number0 marbles . he gave number1 to dylan .,how many does he have left ?
71, some in his fish . him number0 more fish . now he number1 how many he to with ?,michael has some fish in his fish tank . ben gave him number0 more fish . now he has number1 how many fish did he have to begin with ?,18 49,- number1 number0,31.0,"[1, 4, 7, 11, 12, 13, 14, 18, 19, 20, 26, 27, 28]",2,Subtraction,michael has some fish in his fish tank . ben gave him number0 more fish . now he has number1 how,many fish did he have to begin with ?
72, some . he number0 to . now only number1 . how many daniel to with ?,daniel had some noodles . he gave number0 noodles to william . now daniel only has number1 noodles . how many noodles did daniel have to begin with ?,12 54,+ number1 number0,66.0,"[1, 3, 6, 7, 8, 15, 16, 17, 25, 26, 27]",2,Addition,daniel had some noodles . he gave number0 noodles to william . now daniel only has number1 noodles .,how many noodles did daniel have to begin with ?
73, number0 on her . stole some of her . now she number1 on her . how many ?,hayley had number0 meatballs on her plate . kirsten stole some of her meatballs . now she has number1 meatballs on her plate . how many meatballs did kirsten steal ?,25 11,- number0 number1,14.0,"[1, 2, 3, 5, 17, 18, 19, 27, 28, 29]",2,Subtraction,hayley had number0 meatballs on her plate . kirsten stole some of her meatballs . now she has number1 meatballs on her plate .,how many meatballs did kirsten steal ?
74, 's number0 long . if she a and now her number1 long how much of 's off ?,isabella 's hair is number0 inches long . if she gets a haircut and now her hair is number1 inches long how much of isabella 's hair got cut off ?,18 9,- number0 number1,9.0,"[3, 4, 5, 17, 18, 19, 27, 28, 29]",2,Subtraction,isabella 's hair is number0 inches long . if she gets a haircut and now her hair is number1 inches long,how much of isabella 's hair got cut off ?
75, 's number0 long . by the of the her number1 long . how much she ?,isabella 's hair is number0 inches long . by the end of the year her hair is number1 inches long . how much hair did she grow ?,18 24,- number1 number0,6.0,"[3, 4, 5, 16, 17, 18, 24, 25, 26]",2,Subtraction,isabella 's hair is number0 inches long . by the end of the year her hair is number1 inches long .,how much hair did she grow ?
76, number0 of in her . she some and now number1 of . how many she ?,jovana had number0 pounds of shells in her bucket . she added some shells and now has number1 pounds of shells . how many pounds did she add ?,5 28,- number1 number0,23.0,"[1, 2, 3, 5, 6, 16, 17, 18, 25, 26, 27]",2,Subtraction,jovana had number0 pounds of shells in her bucket . she added some shells and now has number1 pounds of shells .,how many pounds did she add ?
77, 's number0 long . if she it now her number1 long . how much she off of her ?,isha 's pencil is number0 inches long . if she sharpens it now her pencil is number1 inches long . how much did she sharpen off of her pencil ?,31 14,- number0 number1,17.0,"[3, 4, 5, 15, 16, 17, 26, 27, 28]",2,Subtraction,isha 's pencil is number0 inches long . if she sharpens it now her pencil is number1 inches long .,how much did she sharpen off of her pencil ?
78, number0 . how many more to number1 ?,mrs. sheridan has number0 cats . how many more cats does mrs. sheridan need to have number1 cats ?,11 43,- number1 number0,32.0,"[1, 2, 3, 4, 7, 9, 15, 16, 17]",2,Subtraction,mrs. sheridan has number0 cats .,how many more cats does mrs. sheridan need to have number1 cats ?
79, number0 . she number1 to her . how many she ?,mrs. wong had number0 valentines . she gave number1 valentines to her children . how many does she have left ?,30 8,- number0 number1,22.0,"[1, 2, 3, 4, 7, 8, 9, 17, 18, 19]",2,Subtraction,mrs. wong had number0 valentines . she gave number1 valentines to her children .,how many does she have left ?
80, number0 . some to her . now she number1 how many to her ?,mrs. franklin had number0 valentines . mrs. franklin gave some to her students . now she has number1 how many valentines did mrs. franklin give to her students ?,58 16,- number0 number1,42.0,"[1, 2, 3, 4, 6, 16, 17, 18, 25, 26, 27]",2,Subtraction,mrs. franklin had number0 valentines . mrs. franklin gave some to her students . now she has number1 how,many valentines did mrs. franklin give to her students ?
81, number0 . she number1 red and the . how many she ?,mrs. snyder made number0 heart cookies . she made number1 red cookies and the rest are pink . how many pink cookies did she make ?,86 36,- number0 number1,50.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 22, 23, 24]",2,Subtraction,mrs. snyder made number0 heart cookies . she made number1 red cookies and the rest are pink .,how many pink cookies did she make ?
82, number0 in a . some more up to the . then there number1 in the . how many more up to the ?,number0 birds were sitting in a tree . some more fly up to the tree . then there were number1 birds in the tree . how many more flew up to the tree ?,29 42,- number1 number0,13.0,"[0, 1, 2, 3, 32, 18, 19, 20, 30, 31]",2,Subtraction,number0 birds were sitting in a tree . some more fly up to the tree . then there were number1 birds in the tree .,how many more flew up to the tree ?
